model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,best_val_agreement,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint,init_from_teacher
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,0.5,1.0,regular,kd,mIoU,50.72,49.50,51.20,14,,50.08,50.70,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,1.0,1.0,regular,kd,mIoU,50.72,43.80,46.34,15,,47.93,48.71,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,2.0,1.0,regular,kd,mIoU,50.72,51.31,52.87,12,,46.56,47.35,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,0.5,1.0,regular,ttm,mIoU,50.72,45.21,51.18,2,,50.72,50.97,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,1.0,1.0,regular,ttm,mIoU,50.72,45.85,54.02,8,,48.42,49.14,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.001,344110088,16,2.0,1.0,regular,ttm,mIoU,50.72,49.02,50.66,12,,46.81,48.52,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.0003,344110088,16,0.5,1.0,regular,kd,mIoU,50.72,53.35,53.35,16,,49.75,50.40,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.0003,344110088,16,1.0,1.0,regular,kd,mIoU,50.72,53.40,54.44,10,,47.41,49.24,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.0003,344110088,16,2.0,1.0,regular,kd,mIoU,50.72,51.65,54.14,9,,45.60,48.70,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.0003,344110088,16,0.5,1.0,regular,ttm,mIoU,50.72,50.71,54.65,3,,49.71,50.82,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
evan_large,s2,s1+s2,fft,0,fft,0.0003,344110088,16,1.0,1.0,regular,ttm,mIoU,50.72,53.72,56.32,8,,48.79,50.05,,,,,clstoken,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,False
