model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s2,s1,fft,32,fft,0.0001,22123027,1,2.0,1.0,regular,kd,mAP,36.61,36.61,1,53.15,50.54,,,,checkpoints/benv2_distill_refactor_test.pt,clstoken,checkpoints/benv2_s2_s0.pt
