model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s2_rgb,s1,fft,32,fft,0.0001,21505544,16,2.0,1.0,regular,kd,mIoU,45.74,44.16,44.63,13,50.18,48.72,,,,checkpoints/evan_distill_dfc2020_s2_rgb_to_s1_20260407_201843.pt,clstoken,checkpoints/dfc2020_s2rgb_dinov3init_sft.pt
