model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,best_val_agreement,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,1.0,1.0,regular,kd,mAP,61.48,50.82,50.82,16,,63.94,61.14,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,2.0,1.0,regular,ttm,mAP,61.48,50.86,50.96,13,,63.89,60.84,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,0.5,1.0,regular,kd,mAP,61.48,50.11,50.20,13,,63.73,60.20,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,1.0,1.0,regular,ttm,mAP,61.48,50.61,50.64,14,,63.72,60.75,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,1.0,1.0,regular,kd,mAP,61.48,47.22,48.46,8,,63.67,59.53,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,1.0,1.0,regular,ttm,mAP,61.48,46.79,48.18,10,,62.92,59.12,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,0.5,1.0,regular,ttm,mAP,61.48,50.06,50.20,12,,62.88,60.11,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.0003,85487635,16,2.0,1.0,regular,kd,mAP,61.48,49.85,49.98,13,,62.63,60.90,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,0.5,1.0,regular,kd,mAP,61.48,44.91,47.39,9,,62.51,58.50,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,2.0,1.0,regular,kd,mAP,61.48,46.97,48.57,8,,62.35,59.76,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,0.5,1.0,regular,ttm,mAP,61.48,45.38,47.69,8,,62.31,58.37,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
evan_base,s2,s1,fft,0,fft,0.001,85487635,16,2.0,1.0,regular,ttm,mAP,61.48,46.71,47.93,9,,61.62,59.82,,,,,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt
