model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,4.0,1.0,regular,ttm,mIoU,40.90,42.37,45.18,12,44.48,44.63,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_133036.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,4.0,1.0,regular,kd,mIoU,40.90,34.84,43.31,3,40.81,41.98,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_132043.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,2.0,1.0,regular,ttm,mIoU,40.90,37.70,44.32,3,42.16,42.41,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_132049.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,2.0,1.0,regular,kd,mIoU,40.90,36.63,48.44,1,41.85,42.31,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_125356.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,1.0,1.0,regular,ttm,mIoU,40.90,34.82,44.37,6,41.65,41.86,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_125723.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22586888,16,1.0,1.0,regular,kd,mIoU,40.90,35.26,45.71,1,41.76,41.89,,,,checkpoints/evan_distill_dfc2020_s1_to_s2_20260408_124632.pt,clstoken,checkpoints/dfc2020_s1_dinov3init_sft.pt
