dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,evan_base,s2_rgb,s2,0.000222,0.000165,36,0.291,0.196,0.463,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,63.47,41.94,64.24,61.78,60.72,45.22,64.24,58.87,60.72,39.64,70.30,59.01,47.19,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.0001_20260414_195013.pt,checkpoints/delulunet_benv2_0415_0117.pt
benv2,evan_base,s2,s1,0.000222,0.000165,36,0.291,0.196,0.463,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.11,34.69,61.22,51.89,51.04,34.69,62.14,46.84,51.04,32.98,65.75,61.84,46.28,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0415_0118.pt
benv2,evan_base,s1,s2,0.000222,0.000165,36,0.291,0.196,0.463,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,48.66,37.82,50.85,41.38,47.71,37.82,50.85,41.38,47.71,32.01,53.74,51.00,41.50,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0001_20260414_055834.pt,checkpoints/delulunet_benv2_0415_0133.pt
benv2,evan_base,s2_rgb,s1,0.000222,0.000165,36,0.291,0.196,0.463,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,63.47,35.65,63.09,58.17,55.12,35.65,64.12,55.58,55.12,28.81,69.99,62.12,44.57,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.0001_20260414_195013.pt,checkpoints/delulunet_benv2_0415_0136.pt
benv2,evan_base,s2_rgb,s2,0.000415,4.41e-05,36,0.265,0.402,0.243,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,63.47,51.77,62.80,54.25,60.55,51.77,63.82,56.18,60.55,47.32,67.74,61.84,53.69,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.0001_20260414_195013.pt,checkpoints/delulunet_benv2_0415_0229.pt
benv2,evan_base,s2,s1,0.000415,4.41e-05,36,0.265,0.402,0.243,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.11,40.19,61.92,55.42,55.93,40.19,61.92,56.71,55.93,37.87,65.12,61.94,49.65,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0415_0235.pt
benv2,evan_base,s1,s2,0.000415,4.41e-05,36,0.265,0.402,0.243,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,48.66,46.18,50.24,41.75,52.67,46.18,50.24,42.35,52.67,34.73,52.86,50.45,42.26,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0001_20260414_055834.pt,checkpoints/delulunet_benv2_0415_0245.pt
benv2,evan_base,s2_rgb,s1,0.000415,4.41e-05,36,0.265,0.402,0.243,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,63.47,38.27,63.57,55.01,56.12,39.47,62.70,54.42,56.12,33.54,68.22,61.74,47.16,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.0001_20260414_195013.pt,checkpoints/delulunet_benv2_0415_0250.pt
