dataset,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,s2,s1,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,42411430,latent+prefusion+distill+ce,False,1,cross,3,mAP,40.76,62.78,60.01,56.91,40.76,62.61,60.01,56.91,checkpoints/benv2_s2_dinoinit_sft.pt,checkpoints/delulunet_benv2_0414_2014.pt
benv2,s1,s2,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,163878694,latent+prefusion+distill+ce,False,1,cross,3,mAP,38.93,50.99,41.50,46.10,38.93,50.99,41.50,46.10,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0001_20260414_055834.pt,checkpoints/delulunet_benv2_0414_2037.pt
benv2,s1,s2,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,42422950,latent+prefusion+distill+ce,False,1,cross,3,mAP,46.64,48.48,48.85,50.04,45.53,49.40,48.85,50.04,checkpoints/benv2_s1_dinov3init_sft.pt,checkpoints/delulunet_benv2_0414_2040.pt
benv2,s2,s1,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,163878694,latent+prefusion+distill+ce,False,1,cross,3,mAP,35.44,62.64,45.67,46.55,35.44,62.64,45.67,46.55,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0414_2040.pt
benv2,s2,s1,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,163878694,latent+prefusion+distill+ce,False,1,cross,3,mAP,37.19,59.90,51.51,48.77,37.23,59.45,51.51,48.77,checkpoints/benv2_s2rgb_dinov3init_sft.pt,checkpoints/delulunet_benv2_0414_2041.pt
benv2,s2_rgb,s1,0.000275667054357,0.0008979264912345,36,0.3418190033598729,0.3778888238149752,0.8965080464984443,0.5,160337446,latent+prefusion+distill+ce,False,1,cross,3,mAP,42.20,65.01,62.98,59.34,42.20,65.22,62.98,59.34,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260414_101356.pt,checkpoints/delulunet_benv2_0414_2043.pt
