wandb_run_id,wandb_project,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,modality_dropout_startmod,modality_dropout_newmod,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,unprotect_starting_mod,lambda_latent,lambda_prefusion,lambda_distill,mae_mask_ratio,trainable_params,active_losses,select_by,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint
4ysy1jah,delulu-benv2-s2_rgb-s1,benv2,s2_rgb,s1,63.64,0.0001,,0.001,4,0.3,,,0.3,0.5,0.0,False,False,False,1.0,1.0,1.0,0.75,142811174,latent+prefusion+distill+ce,addition,40.50,35.51,64.42,60.63,78.75,61.66,59.62,61.65,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.0005_20260723_104154.pt
