wandb_run_id,wandb_project,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,modality_dropout_startmod,modality_dropout_newmod,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,unprotect_starting_mod,lambda_latent,lambda_prefusion,lambda_distill,mae_mask_ratio,trainable_params,active_losses,select_by,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint,seed,config_label
hggk0log,delulu-dfc2020-cobench,dfc2020,s2_norgb,s1,66.74,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,222841872,latent+prefusion+distill+ce,,74.30,39.07,61.59,61.52,90.47,60.75,82.28,55.06,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260820_180815.pt,0,
odjnie7m,delulu-dfc2020-cobench,dfc2020,s2_rgb,s1,62.05,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,221465616,latent+prefusion+distill+ce,,83.06,49.45,62.94,62.36,94.03,62.26,88.51,59.10,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260820_174307.pt,0,
r48au1j9,delulu-dfc2020-cobench,dfc2020,s2_rgb,s2_norgb,62.05,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223038480,latent+prefusion+distill+ce,,91.98,61.02,62.91,62.37,94.38,62.21,93.16,62.16,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260820_174307.pt,0,
nib3a9bt,delulu-dfc2020-cobench,dfc2020,s1,s2_rgb,52.55,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,221465616,latent+prefusion+distill+ce,,75.83,37.28,47.47,46.52,83.43,47.43,79.37,44.66,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260820_180911.pt,0,
7so5xpsq,delulu-dfc2020-cobench,dfc2020,s2_norgb,s2_rgb,66.74,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223038480,latent+prefusion+distill+ce,,80.99,47.79,61.57,61.57,89.50,58.61,85.11,57.68,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260820_180815.pt,0,
ay4r0a81,delulu-dfc2020-cobench,dfc2020,s1,s2_norgb,52.55,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,222841872,latent+prefusion+distill+ce,,79.14,43.38,47.84,46.75,84.52,45.54,81.63,47.40,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260820_180911.pt,0,
