wandb_run_id,wandb_project,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,modality_dropout_startmod,modality_dropout_newmod,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,unprotect_starting_mod,lambda_latent,lambda_prefusion,lambda_distill,mae_mask_ratio,trainable_params,active_losses,select_by,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint
nyf2fppi,delulu-biomassters-best,biomassters,s1,s2,47.68,0.0001569391767106977,,3.351617951860976e-05,64,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223227906,latent+prefusion+distill+ce,,-23.46,-48.03,-46.06,-47.16,-9.93,-47.35,-16.69,-46.28,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
agfhpdv1,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00013388238496232706,,3.328192842668966e-05,80,0.3,0.33265517698657093,0.19751795704817285,0.4570173850998841,0.0,0.0,False,True,True,0.18843765661405895,0.06627831299228093,0.5892547593348209,0.492457010406164,223227906,latent+prefusion+distill+ce,,-24.15,-48.26,-45.97,-47.03,-11.13,-47.36,-17.64,-46.29,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,2,peeking_rank2
4l0ynf9q,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00013388238496232706,,3.328192842668966e-05,80,0.3,0.33265517698657093,0.19751795704817285,0.4570173850998841,0.0,0.0,False,True,True,0.18843765661405895,0.06627831299228093,0.5892547593348209,0.492457010406164,223227906,latent+prefusion+distill+ce,,-23.98,-48.25,-45.85,-46.95,-10.91,-47.52,-17.58,-46.18,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,0,peeking_rank2
lfxdc3i7,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00013388238496232706,,3.328192842668966e-05,80,0.3,0.33265517698657093,0.19751795704817285,0.4570173850998841,0.0,0.0,False,True,True,0.18843765661405895,0.06627831299228093,0.5892547593348209,0.492457010406164,223227906,latent+prefusion+distill+ce,,-23.97,-48.54,-45.99,-47.09,-11.44,-47.02,-17.70,-46.41,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,1,peeking_rank2
wdsxb20y,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00020169112489186203,,3.774131536297361e-05,80,0.3,0.11361215632792449,0.4425958071291756,0.30896332821696215,0.0,0.0,False,True,True,0.31310157783635906,0.4939685259785784,0.6738975907539896,0.288324719371505,223227906,latent+prefusion+distill+ce,,-24.95,-48.45,-45.95,-47.08,-9.25,-47.18,-17.10,-46.33,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,2,addition_rank1
s2bxnqwn,delulu-biomassters-best,biomassters,s1,s2,47.68,0.0001569391767106977,,3.351617951860976e-05,80,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223227906,latent+prefusion+distill+ce,,-23.03,-47.70,-45.98,-47.10,-10.11,-47.21,-16.59,-46.20,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,0,peeking_rank1
8ly5s63k,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00020169112489186203,,3.774131536297361e-05,80,0.3,0.11361215632792449,0.4425958071291756,0.30896332821696215,0.0,0.0,False,True,True,0.31310157783635906,0.4939685259785784,0.6738975907539896,0.288324719371505,223227906,latent+prefusion+distill+ce,,-24.85,-48.37,-45.93,-47.04,-9.09,-47.24,-16.98,-46.28,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,0,addition_rank1
rg0altka,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00015479658158218317,,0.00023223834942785127,80,0.3,0.40982186188760017,0.4449326008308637,0.10615919159058476,0.0,0.0,False,True,True,0.1490080012920443,0.472308886361536,0.8181859124769976,0.2328741674279684,223227906,latent+prefusion+distill+ce,,-22.29,-47.64,-46.79,-47.88,-8.92,-47.55,-15.61,-46.65,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,0,addition_rank2
1px65gzc,delulu-biomassters-best,biomassters,s1,s2,47.68,0.00020169112489186203,,3.774131536297361e-05,80,0.3,0.11361215632792449,0.4425958071291756,0.30896332821696215,0.0,0.0,False,True,True,0.31310157783635906,0.4939685259785784,0.6738975907539896,0.288324719371505,223227906,latent+prefusion+distill+ce,,-24.42,-48.42,-45.93,-47.01,-9.05,-47.33,-16.74,-46.51,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,1,addition_rank1
tpzjl2mt,delulu-biomassters-best,biomassters,s1,s2,47.68,0.0001569391767106977,,3.351617951860976e-05,80,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223227906,latent+prefusion+distill+ce,,-22.95,-47.37,-45.95,-47.04,-10.39,-47.28,-16.84,-45.80,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,1,peeking_rank1
8sfkdmtp,delulu-biomassters-best,biomassters,s1,s2,47.68,0.0001569391767106977,,3.351617951860976e-05,80,0.3,0.33189226742900324,0.17068517311514753,0.23002477810989655,0.0,0.0,False,True,True,0.3613664751387723,0.6430194633931678,0.15374988356364516,0.40414477259411485,223227906,latent+prefusion+distill+ce,,-23.01,-47.59,-46.03,-47.13,-9.95,-47.37,-16.55,-46.04,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt,2,peeking_rank1
