dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
dfc2020,evan_large,s2_rgb,s2,0.000229,0.000788,64,0.467,0.356,0.433,0.5,440964112,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,50.78,51.25,52.30,52.39,50.78,49.60,53.03,52.39,53.93,59.13,56.71,55.13,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1009.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.09,50.26,52.18,49.88,41.09,49.78,52.18,49.88,50.71,56.09,55.26,52.99,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_1010.pt
dfc2020,evan_large,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,444635920,latent+prefusion+distill+ce,False,3,cross,3,mIoU,50.72,53.38,53.80,53.72,53.82,53.17,53.60,52.94,53.82,54.25,57.60,56.62,55.26,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,checkpoints/delulunet_dfc2020_0420_1011.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000168,0.00338,64,0.181,0.369,0.669,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.48,46.16,49.07,48.52,41.48,46.61,49.66,48.52,50.77,56.21,55.25,52.83,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_1011.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,44.89,49.65,51.85,52.68,44.89,49.65,53.08,52.68,48.81,58.74,56.61,52.23,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1013.pt
dfc2020,evan_large,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,444635920,latent+prefusion+distill+ce,False,3,cross,3,mIoU,50.72,53.08,52.93,53.10,53.14,53.08,52.93,53.10,53.14,54.50,57.12,56.78,55.64,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.0005_20260417_082437.pt,checkpoints/delulunet_dfc2020_0420_1013.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,44.49,51.67,52.50,51.83,44.78,53.30,52.56,51.83,47.80,57.82,56.50,52.02,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1014.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,42.29,52.46,53.08,50.89,45.49,52.14,53.08,50.89,48.89,58.68,56.84,52.28,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1015.pt
dfc2020,evan_large,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440964112,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,51.87,51.56,52.58,52.59,52.48,51.07,52.12,52.59,52.60,58.30,57.43,54.24,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1015.pt
dfc2020,evan_large,s2_rgb,s1,0.000229,0.000788,64,0.467,0.356,0.433,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,46.40,52.07,53.95,54.26,46.40,52.07,50.48,54.26,49.07,58.30,56.41,52.42,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1016.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,44.24,46.96,48.29,48.27,44.24,45.91,48.29,48.27,41.74,50.52,48.93,45.33,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1020.pt
dfc2020,evan_large,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440964112,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,50.75,51.55,51.73,52.49,51.40,50.95,52.79,52.49,53.04,58.21,55.63,54.03,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1020.pt
dfc2020,evan_large,s1,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,438865936,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,49.09,46.42,47.94,50.39,48.30,45.56,47.94,50.39,42.73,50.54,47.95,45.30,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1021.pt
dfc2020,evan_base,s2,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,167403024,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,48.24,45.02,43.66,46.80,48.24,42.13,43.66,46.80,55.89,57.74,56.36,56.12,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0420_1022.pt
dfc2020,evan_large,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440964112,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,50.68,51.09,52.18,51.70,51.56,49.58,52.29,51.70,51.97,57.71,55.51,53.43,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1022.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440439568,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,46.58,46.05,47.25,48.80,46.58,45.94,47.25,48.80,42.66,50.09,48.65,45.65,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1023.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,439390480,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,52.14,51.19,52.40,53.36,52.14,51.19,48.37,53.36,52.22,57.40,55.14,53.42,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1023.pt
dfc2020,evan_large,s1,s2,0.000229,0.000788,64,0.467,0.356,0.433,0.5,440439568,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,46.21,45.16,47.90,48.96,46.93,46.02,47.57,48.96,42.48,50.10,47.86,44.88,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1024.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,439390480,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,51.72,47.42,50.54,51.87,51.72,47.42,51.58,51.87,51.98,57.92,55.71,53.69,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1024.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,38.33,46.69,47.73,47.98,41.97,45.51,47.73,47.98,41.91,50.64,48.79,45.05,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1025.pt
dfc2020,evan_large,s1,s2_rgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,42.07,46.04,47.48,47.43,42.07,45.95,47.48,47.43,42.21,50.10,48.47,45.34,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1026.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440439568,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,47.07,44.79,46.31,48.11,47.07,45.74,46.31,48.11,42.29,50.12,48.42,45.35,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1026.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,435194128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,33.61,45.71,46.63,45.82,33.61,45.71,46.63,45.82,41.71,50.14,49.16,45.44,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1027.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,439390480,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.79,50.99,49.77,50.01,52.04,50.99,50.56,50.01,52.04,53.61,59.26,56.59,55.10,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260417_093927.pt,checkpoints/delulunet_dfc2020_0420_1027.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,440439568,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,45.92,45.22,46.43,48.69,46.97,41.49,46.43,48.69,42.45,50.40,48.86,45.62,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1027.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,438865936,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,42.03,45.12,46.22,47.17,48.85,45.97,46.22,47.17,42.15,50.44,48.55,45.34,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1028.pt
dfc2020,evan_base,s2_rgb,s2,0.000168,0.00338,64,0.181,0.369,0.669,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,45.19,45.32,48.34,48.96,45.19,45.32,48.34,48.96,50.90,56.31,55.61,53.25,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_1030.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,438865936,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,48.60,44.84,46.38,49.43,48.60,45.77,46.38,49.43,42.40,49.93,48.79,45.60,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1033.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163074832,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,44.39,44.20,45.53,46.41,46.39,45.46,45.53,46.41,40.94,49.41,47.82,44.36,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_1034.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,438865936,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,44.78,45.66,46.92,49.08,48.69,44.59,46.92,49.08,42.57,50.65,48.91,45.30,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0420_1034.pt
dfc2020,evan_base,s2,s2_norgb,0.000168,0.00338,64,0.181,0.369,0.669,0.5,167403024,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,45.50,43.66,43.34,44.58,45.50,43.36,43.34,44.58,55.37,57.90,56.92,56.15,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0420_1038.pt
dfc2020,evan_base,s2,s2_rgb,0.000168,0.00338,64,0.181,0.369,0.669,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,39.20,45.13,44.86,45.09,42.21,40.44,44.86,45.09,51.72,57.84,56.71,53.81,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0420_1101.pt
dfc2020,evan_base,s2_rgb,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,39.41,42.59,48.32,46.52,41.81,42.59,48.32,46.52,46.39,57.79,56.45,51.41,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_0953.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,40.48,42.59,44.40,48.72,44.90,42.02,45.45,48.72,46.34,56.56,55.93,50.42,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_0956.pt
dfc2020,evan_base,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,41.37,47.14,47.32,50.20,43.87,42.43,47.32,50.20,46.44,57.65,56.80,51.49,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_0959.pt
dfc2020,evan_base,s2,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,43.34,50.23,50.08,51.70,43.34,44.30,50.08,51.70,47.13,57.51,57.29,52.21,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1000.pt
dfc2020,evan_base,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,39.73,46.16,46.59,46.49,39.73,45.55,46.59,46.49,46.64,58.49,57.53,52.08,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1001.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,40.70,40.64,44.90,46.48,40.70,40.64,49.63,46.48,46.69,56.97,55.67,51.06,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1002.pt
dfc2020,evan_base,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,42.39,49.79,49.99,50.77,42.39,49.56,49.92,50.77,46.03,57.28,56.55,51.29,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1002.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,50.01,47.71,52.51,50.50,50.01,47.71,50.06,50.50,52.88,58.06,55.60,54.17,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1004.pt
dfc2020,evan_base,s1,s2,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,46.55,43.96,44.84,47.85,46.55,44.23,45.19,47.85,40.93,48.29,47.06,43.96,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1005.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,46.97,46.72,49.72,50.24,49.86,41.15,46.92,50.24,51.64,56.34,55.63,53.43,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1006.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,48.42,46.04,51.89,48.71,48.42,46.04,52.40,48.71,52.44,57.03,55.06,53.36,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1006.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,49.88,45.61,50.87,51.08,48.60,44.81,50.87,51.08,52.53,57.36,55.43,53.76,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1006.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,41.99,42.05,47.69,48.50,42.48,42.05,47.69,48.50,46.82,57.89,56.23,51.48,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1007.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,29.60,43.69,44.61,40.25,29.01,44.71,44.61,40.25,39.67,48.87,47.14,43.31,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1011.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,31.69,43.38,44.16,44.42,29.65,43.38,44.16,44.42,39.73,48.00,47.37,43.43,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1011.pt
dfc2020,evan_base,s1,s2_rgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,34.97,43.45,44.14,43.03,31.56,42.38,45.05,43.03,39.81,48.13,47.07,43.29,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1011.pt
dfc2020,evan_base,s1,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,46.47,44.32,45.48,47.65,46.47,43.53,45.48,47.65,40.89,48.73,47.03,43.96,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1012.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,35.00,44.11,44.57,45.39,35.00,43.85,44.73,45.39,40.08,48.10,46.99,43.51,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1013.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,48.98,43.49,44.74,47.92,48.98,43.10,44.74,47.92,41.00,48.53,47.39,44.19,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1013.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,41.31,42.04,42.98,43.57,41.31,43.60,42.98,43.57,41.02,48.57,47.29,44.15,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1014.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,44.99,44.29,45.09,46.40,44.99,41.23,45.09,46.40,41.10,48.84,47.20,44.15,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1014.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,46.63,43.75,44.61,46.11,46.63,41.77,44.61,46.11,40.54,48.53,46.85,43.69,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1014.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,44.82,42.36,43.42,45.37,44.82,42.36,43.42,45.37,41.06,48.20,47.57,44.31,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1022.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,46.03,43.84,44.46,46.26,43.32,43.82,44.22,46.26,40.55,48.12,47.07,43.77,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1022.pt
dfc2020,evan_base,s2_rgb,s1,0.00015,0.000102,120,0.716,0.13,0.555,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,43.67,41.04,46.33,48.63,44.44,41.04,43.96,48.63,45.51,56.31,54.14,49.52,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1307.pt
dfc2020,evan_base,s2,s1,0.00015,0.000102,120,0.716,0.13,0.555,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,40.67,40.79,40.39,44.33,40.67,39.84,39.61,44.33,45.67,57.96,55.65,50.18,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1318.pt
dfc2020,evan_base,s2_rgb,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,43.78,47.04,52.07,51.30,43.78,47.04,52.07,51.30,46.99,58.29,56.72,51.86,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1319.pt
dfc2020,evan_base,s1,s2_rgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,29.26,43.56,44.10,37.16,29.26,43.75,44.81,37.16,39.89,49.25,47.33,43.60,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1319.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,45.72,45.32,48.56,47.79,45.72,45.32,48.56,47.79,52.28,56.38,55.93,54.10,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1320.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,47.91,50.13,53.11,50.89,47.91,46.48,53.11,50.89,52.67,56.68,55.90,54.28,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1322.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,41.47,47.82,51.77,51.07,41.47,47.82,51.50,51.07,47.02,57.53,56.11,51.23,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1324.pt
dfc2020,evan_base,s1,s2_rgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,29.88,43.29,43.90,43.48,29.85,41.82,43.90,43.48,39.11,48.42,44.36,41.73,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1326.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,48.89,44.32,51.49,47.84,48.89,44.32,50.73,47.84,52.79,57.45,55.28,54.01,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1327.pt
dfc2020,evan_base,s1,s2_rgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,34.29,43.76,44.80,44.31,29.79,42.53,45.36,44.31,39.72,48.86,47.04,43.15,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1328.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,151454992,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,49.22,42.10,48.85,46.65,49.22,43.67,49.09,46.65,51.37,56.72,54.44,52.89,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1329.pt
