wandb_run_id,wandb_project,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,lambda_latent,lambda_prefusion,lambda_distill,mae_mask_ratio,trainable_params,active_losses,select_by,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint
hffnnrom,delulu-apr21,dfc2020,s2_rgb,s1,48.76,0.0003462018119882,,0.0006372365825795,100,0.2703635520334056,0.1870244171271878,0.0,False,False,True,0.2022943212095746,0.2826924859321525,0.7323736859538801,0.270463054923754,142794256,latent+prefusion+distill+ce,transfer,82.69,44.90,57.30,42.62,93.00,49.26,87.79,51.23,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
h2wiiyix,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0004609737361015,,0.0025063908349521,100,0.4391510180403878,0.1427819161942331,0.0,False,False,True,0.1267019920526157,0.3698855110094194,0.7303287368278879,0.4129694314364507,144367120,latent+prefusion+distill+ce,peeking,91.40,49.83,56.16,44.26,91.68,51.28,91.54,47.93,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
1nqrm656,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0003462018119882,,0.0006372365825795,100,0.2703635520334056,0.1870244171271878,0.0,False,False,True,0.2022943212095746,0.2826924859321525,0.7323736859538801,0.270463054923754,144367120,latent+prefusion+distill+ce,transfer,91.82,46.26,57.72,46.03,92.91,50.33,92.35,45.05,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
4b8zc5k5,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0007603670485331134,,0.003191312427861267,100,0.4108021548500306,0.17415917520891178,0.0,False,False,True,0.13263825600017404,0.8989186464658414,0.42251451066485746,0.5347535526975333,144367120,latent+prefusion+distill+ce,addition,91.02,44.78,57.94,39.71,91.08,44.93,91.04,40.88,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
ina1dmy4,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0007603670485331134,,0.003191312427861267,100,0.4108021548500306,0.17415917520891178,0.0,False,False,True,0.13263825600017404,0.8989186464658414,0.42251451066485746,0.5347535526975333,144367120,latent+prefusion+distill+ce,addition,91.06,45.45,56.70,40.83,91.17,49.15,91.11,42.44,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
fqbm8hx2,delulu-apr21,dfc2020,s2_rgb,s1,48.76,0.0004609737361015,,0.0025063908349521,100,0.4391510180403878,0.1427819161942331,0.0,False,False,True,0.1267019920526157,0.3698855110094194,0.7303287368278879,0.4129694314364507,142794256,latent+prefusion+distill+ce,peeking,84.05,45.91,57.10,44.22,92.17,52.57,88.09,50.45,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
buqnw99v,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0007603670485331134,,0.003191312427861267,100,0.4108021548500306,0.17415917520891178,0.0,False,False,True,0.13263825600017404,0.8989186464658414,0.42251451066485746,0.5347535526975333,144367120,latent+prefusion+distill+ce,addition,90.97,49.33,55.90,42.01,90.93,49.36,90.95,47.03,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
qb1y60ds,delulu-apr21,dfc2020,s2_rgb,s2_norgb,48.76,0.0004609737361015,,0.0025063908349521,100,0.4391510180403878,0.1427819161942331,0.0,False,False,True,0.1267019920526157,0.3698855110094194,0.7303287368278879,0.4129694314364507,144367120,latent+prefusion+distill+ce,peeking,91.57,50.48,56.21,47.48,91.86,52.01,91.71,48.99,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
ppu04nle,delulu-apr21,dfc2020,s2_rgb,s1,48.76,0.0007603670485331134,,0.003191312427861267,100,0.4108021548500306,0.17415917520891178,0.0,False,False,True,0.13263825600017404,0.8989186464658414,0.42251451066485746,0.5347535526975333,142794256,latent+prefusion+distill+ce,addition,84.05,48.10,59.32,39.53,91.01,49.55,87.50,49.58,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
2lgr98cd,delulu-apr21,dfc2020,s1,s2,43.29,0.0003462018119882,,0.0006372365825795,100,0.2703635520334056,0.1870244171271878,0.0,False,False,True,0.2022943212095746,0.2826924859321525,0.7323736859538801,0.270463054923754,144760336,latent+prefusion+distill+ce,transfer,86.03,46.92,48.48,40.91,92.77,44.96,89.38,43.63,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt
am7lz37f,delulu-apr21,dfc2020,s2_rgb,s1,48.76,0.0004609737361015,,0.0025063908349521,100,0.4391510180403878,0.1427819161942331,0.0,False,False,True,0.1267019920526157,0.3698855110094194,0.7303287368278879,0.4129694314364507,142794256,latent+prefusion+distill+ce,peeking,84.15,46.79,56.45,42.14,92.23,53.15,88.19,49.41,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt
orysqkn7,delulu-apr21,dfc2020,s1,s2,43.29,0.0007603670485331134,,0.003191312427861267,100,0.4108021548500306,0.17415917520891178,0.0,False,False,True,0.13263825600017404,0.8989186464658414,0.42251451066485746,0.5347535526975333,144760336,latent+prefusion+distill+ce,addition,86.05,48.93,47.65,38.24,91.93,46.97,88.86,42.89,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt
n3zgaqf8,delulu-apr21,dfc2020,s1,s2,43.29,0.0003462018119882,,0.0006372365825795,100,0.2703635520334056,0.1870244171271878,0.0,False,False,True,0.2022943212095746,0.2826924859321525,0.7323736859538801,0.270463054923754,144760336,latent+prefusion+distill+ce,transfer,85.83,47.03,48.34,41.52,93.15,45.02,89.47,45.33,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt
