model_type,teacher_modality,student_modalities,train_mode,learning_rate,weight_decay,trainable_params,epochs,use_dino_weights,metric_name,teacher_train1_metric,teacher_train2_metric,teacher_test_metric,student_test_metric,student_best_test_metric,best_epoch,best_val2_teacher_agreement,valchecked_test_metric,saved_checkpoint,global_rep,teacher_checkpoint
evan_base,s2_rgb,s2_rgb+s1,fft,0.0005,0.0001,147066369,48,False,RMSE,41.03,42.83,41.96,59.34,59.34,48,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_rgb_fft_lr0.0005_20260915_005742.pt
evan_base,s2_rgb,s2_rgb+s1,fft,0.0001,0.0001,147066369,48,False,RMSE,40.62,43.15,41.96,60.27,58.54,19,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_rgb_fft_lr0.0005_20260915_005742.pt
evan_base,s1,s1+s2,fft,0.0001,0.0001,148442625,48,False,RMSE,46.96,47.44,47.68,57.81,55.54,1,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
evan_base,s2_rgb,s2_rgb+s2_norgb,fft,0.0005,0.0001,147656193,48,False,RMSE,40.57,43.19,41.96,63.34,63.15,7,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_rgb_fft_lr0.0005_20260915_005742.pt
evan_base,s1,s1+s2,fft,0.0005,0.0001,148442625,48,False,RMSE,46.78,47.47,47.68,59.42,59.15,42,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
evan_base,s2_rgb,s2_rgb+s2_norgb,fft,0.0001,0.0001,147656193,48,False,RMSE,40.81,43.21,41.96,62.24,61.37,1,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_rgb_fft_lr0.0005_20260915_005742.pt
evan_base,s2,s2+s1,fft,0.0005,0.0001,148442625,48,False,RMSE,44.65,44.98,43.59,61.76,59.04,1,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_fft_lr0.0005_20260725_075836.pt
evan_base,s2,s2+s1,fft,0.0001,0.0001,148442625,48,False,RMSE,44.59,44.68,43.59,59.18,58.58,8,-1.00,,,clstoken,checkpoints/sft_evan_base_biomassters_s2_fft_lr0.0005_20260725_075836.pt
