model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,best_val_agreement,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,0.5,1.0,regular,kd,Acc,98.56,91.44,91.48,16,,98.56,98.56,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,1.0,1.0,regular,kd,Acc,98.56,93.54,93.54,16,,98.56,98.50,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,2.0,1.0,regular,kd,Acc,98.56,87.76,87.76,16,,98.00,98.11,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,0.5,1.0,regular,ttm,Acc,98.56,87.39,87.39,16,,98.56,98.56,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,1.0,1.0,regular,ttm,Acc,98.56,92.17,92.19,16,,98.52,98.54,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
evan_large,s2,rgb,fft,0,fft,0.001,303164426,16,2.0,1.0,regular,ttm,Acc,98.56,87.11,89.17,16,,97.98,98.07,,,,,clstoken,checkpoints/sft_evan_large_eurosat_s2_fft_lr0.0005_20260418_032756.pt
