dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,evan_base,s2,s1,0.0001,0.001,2,0.75,0.3,0.3,0.0,163878694,all,False,3,cross,3,mAP,61.11,30.85,58.71,57.10,52.08,30.85,58.71,57.10,52.08,27.33,61.20,57.96,42.64,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0415_0342.pt
benv2,evan_base,s2,s1,0.0001,0.001,2,0.75,0.3,0.3,0.0,163878694,all,False,3,cross,0,mAP,42.45,31.73,44.90,42.61,44.29,31.73,44.90,42.61,44.29,24.69,46.37,35.50,30.10,checkpoints/benv2_s2_s0.pt,checkpoints/delulunet_benv2_0415_1442.pt
benv2,evan_small,s2,s1,0.0001,0.001,8,0.75,0.3,0.3,0.0,42422950,all,False,3,cross,0,mAP,59.58,39.62,61.48,60.36,59.82,39.62,61.48,60.36,59.82,34.27,64.53,60.24,47.25,checkpoints/benv2_s2_dinov3init_sft.pt,checkpoints/delulunet_benv2_0415_1511.pt
benv2,evan_base,s2,s1,0.0001,0.001,8,0.75,0.3,0.3,0.0,163878694,all,False,3,cross,0,mAP,61.11,42.55,62.84,62.86,61.82,42.55,62.84,62.86,61.82,36.20,65.82,62.73,49.46,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0415_1537.pt
benv2,evan_base,s2,s1,0.0001,0.001,36,0.75,0.3,0.3,0.0,163878694,all,False,3,cross,3,mAP,61.11,47.00,63.17,63.25,62.05,47.00,63.17,63.28,62.05,39.79,67.27,62.22,50.64,checkpoints/sft_evan_base_benv2_s2_fft_lr0.0001_20260414_020254.pt,checkpoints/delulunet_benv2_0415_1622.pt
