wandb_run_id,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,lambda_latent,lambda_prefusion,lambda_distill,trainable_params,active_losses,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint,shote2e_checkpoint
i4gznhvj,dfc2020,s1,s2,43.29,0.00014009323793161678,1.0,0.0022811279145795523,100,0.31645590952661806,0.4890280226816789,0.5,False,False,True,0.10659866234823968,0.9949720299333672,0.4091658993820524,151848208,distill+latent+prefusion+ce,41.73,48.94,48.30,43.13,47.27,45.69,44.50,48.02,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_i4gznhvj_0502_0800.pt
t7176gc7,dfc2020,s1,s2,43.29,0.00013594782835639078,1.0,6.395520951966181e-05,100,0.2247926652144531,0.2478759521671821,0.5,False,False,True,0.04795980425280483,0.42437255858132616,0.14094300875820498,151848208,distill+latent+prefusion+ce,41.35,47.78,47.90,43.75,46.43,44.90,43.82,46.03,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_t7176gc7_0502_0800.pt
tdfgcihp,dfc2020,s1,s2,43.29,0.00024915688833922287,1.0,0.006555986269200525,100,0.4017962503152759,0.3264696180029286,0.5,False,False,True,0.3318439229669712,0.7836199873610736,0.30175195260042664,151848208,distill+latent+prefusion+ce,41.78,45.76,48.41,43.67,47.45,44.91,44.62,47.04,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_tdfgcihp_0502_0800.pt
xze0pfmp,dfc2020,s1,s2,43.29,0.0002496492632158018,1.0,0.024804194493703576,100,0.10415552442656197,0.4696809583474755,0.5,False,False,True,0.3706986456590808,0.36632986342294305,0.2089462391822151,151848208,distill+latent+prefusion+ce,40.62,40.48,48.62,42.00,47.29,44.30,43.96,45.44,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_xze0pfmp_0502_0802.pt
oi7d4w0u,dfc2020,s1,s2,43.29,0.0005028933103512443,1.0,0.00027790164307246414,100,0.25827600310760346,0.1648946649209232,0.5,False,True,True,0.010913190436792177,0.8873848024164209,0.8656043398664426,151848208,distill+latent+ce,40.28,33.74,47.87,39.23,45.02,42.85,42.60,40.97,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_oi7d4w0u_0502_0807.pt
th3sj4u7,dfc2020,s1,s2,43.29,5.6158039311790165e-05,1.0,0.00023576360875655127,100,0.2437378892726609,0.3042927879414646,0.5,False,False,True,0.1992533874450796,0.4338263210176825,0.7749498056395159,151848208,distill+latent+prefusion+ce,41.45,45.99,48.22,44.31,46.60,43.52,43.62,45.59,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_th3sj4u7_0502_0810.pt
t3k3fnol,dfc2020,s1,s2,43.29,2.8244229127503015e-05,1.0,0.001098288834265931,100,0.1710506272912308,0.3735280003528245,0.5,False,False,True,0.10386798848495617,0.04029005495888949,0.7215824760715612,151848208,distill+latent+prefusion+ce,41.69,43.13,48.44,43.79,45.50,44.71,43.39,46.24,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_t3k3fnol_0502_0810.pt
nlv43i3b,dfc2020,s1,s2,43.29,3.323354887822778e-05,1.0,0.028328180792469675,100,0.4724198743762386,0.3614770485098203,0.5,False,False,True,0.27912961445564427,0.4209130956475971,0.7883361089004421,151848208,distill+latent+prefusion+ce,41.68,45.13,48.06,43.08,47.36,43.39,44.52,44.96,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_nlv43i3b_0502_0811.pt
w8cw35kp,dfc2020,s1,s2,43.29,0.0003605567206473834,1.0,0.005086521849561792,100,0.14109705175177523,0.2822502742638778,0.5,False,True,True,0.20021313423904252,0.1251368649971063,0.8223721631354319,151848208,distill+latent+ce,41.23,34.47,48.54,41.86,44.48,44.75,42.85,43.63,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_w8cw35kp_0502_0813.pt
mbc7l08z,dfc2020,s1,s2,43.29,1.590936615138426e-05,1.0,0.00031306231998454496,100,0.23873791098796857,0.12642793236647096,0.5,False,False,True,0.09289741838976684,0.2757888055346185,0.03261501981999826,151848208,distill+latent+prefusion+ce,41.21,47.69,47.99,42.34,45.04,44.13,43.13,46.15,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_mbc7l08z_0502_0814.pt
