wandb_run_id,wandb_project,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,modality_dropout_startmod,modality_dropout_newmod,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,unprotect_starting_mod,lambda_latent,lambda_prefusion,lambda_distill,mae_mask_ratio,trainable_params,active_losses,select_by,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint
5qo96w5b,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,2.131623246649186e-05,,1.251365911483847e-05,64,0.3,0.1689541723909073,0.4876181854111949,0.4903403759741123,0.0,0.0,False,True,True,0.25073254672530915,0.6322444107996855,0.20164250152655283,0.5932970302343888,223227906,latent+prefusion+distill+ce,,-52.55,-73.80,-75.28,-76.03,-53.69,-76.03,-53.55,-74.84,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
t4jkwm41,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,5.5046829290646585e-05,,0.00014498208711185754,64,0.3,0.222494630881638,0.4372439583810921,0.4221373481666522,0.0,0.0,False,True,True,0.4639497821072384,0.881198893057298,0.6305423307751588,0.6255175742671971,223227906,latent+prefusion+distill+ce,,-29.40,-53.22,-53.66,-54.54,-23.37,-54.24,-26.38,-52.68,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
zusmyhsi,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.00022096576881825596,,0.00023758933912662093,64,0.3,0.14958791322522283,0.45550402216610897,0.4967553820674752,0.0,0.0,False,True,True,0.3271541666795719,0.18277121898285495,0.16472747148683897,0.781620639624086,223227906,latent+prefusion+distill+ce,,-30.54,-52.40,-48.26,-49.27,-17.72,-50.28,-25.05,-49.06,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
2q6dzwsu,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.0006218655767559832,,5.364612943024507e-05,64,0.3,0.14177690175019572,0.4101817946158658,0.452115651673908,0.0,0.0,False,True,True,0.40620108199002825,0.6834566985008429,0.3641608247497121,0.2580194361507374,223227906,latent+prefusion+distill+ce,,-28.92,-51.51,-48.60,-49.68,-18.12,-48.64,-23.57,-48.95,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
7xkd20he,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.0001088068073814645,,5.7091433151029624e-05,64,0.3,0.27378353195652494,0.1882744560363536,0.49818672911380457,0.0,0.0,False,True,True,0.4297822310484282,0.5606109691969746,0.4315905232166594,0.7411896739492885,223227906,latent+prefusion+distill+ce,,-28.26,-49.12,-46.29,-47.43,-13.89,-48.27,-21.16,-46.25,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
oymi0nd7,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.0008909046825577062,,3.846090329219423e-05,64,0.3,0.1712749854076061,0.10249900420235192,0.36560775695608394,0.0,0.0,False,True,True,0.25360879473172215,0.9502662793892462,0.23579208159860476,0.5533710602894317,223227906,latent+prefusion+distill+ce,,-29.79,-52.62,-49.41,-50.40,-20.17,-50.01,-27.98,-51.17,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
uxjqge4d,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.00022775025234307664,,0.00024405235781812504,64,0.3,0.14236492168509268,0.35949429242760134,0.42360471135345035,0.0,0.0,False,True,True,0.3585507438823694,0.3059219967861845,0.34872214343194863,0.7570755196573122,223227906,latent+prefusion+distill+ce,,-29.45,-51.65,-47.19,-48.18,-15.51,-47.29,-24.21,-48.95,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
90qb1avb,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,1.1220218001660516e-05,,0.0005970704740168503,64,0.3,0.3490900574770888,0.4340771543705254,0.477548072203544,0.0,0.0,False,True,True,0.3871246884683158,0.447847147709964,0.9813132039087122,0.5434692400616243,223227906,latent+prefusion+distill+ce,,-64.11,-84.13,-81.72,-82.45,-62.00,-83.14,-63.50,-83.82,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
eus9cl0p,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,0.00018347941307451715,,2.400502062064219e-05,64,0.3,0.30153717616624776,0.33635488793889695,0.34971105166429306,0.0,0.0,False,True,True,0.4032712331941157,0.8734603274732292,0.6728799194377767,0.5947175628947852,223227906,latent+prefusion+distill+ce,,-26.41,-48.13,-46.65,-47.77,-13.13,-47.27,-19.77,-46.66,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
vhjfw4l7,delulu-biomassters-delulu-s1s2,biomassters,s1,s2,47.68,7.757288232748348e-05,,1.3525963615502813e-05,64,0.3,0.3138291804027369,0.45150661833717465,0.4911355427527443,0.0,0.0,False,True,True,0.08914351270629073,0.06091332081236411,0.6538495138037399,0.5095910595508867,223227906,latent+prefusion+distill+ce,,-26.84,-49.59,-46.94,-48.15,-15.15,-48.84,-21.00,-47.44,checkpoints/sft_evan_base_biomassters_s1_fft_lr0.0005_20260725_075947.pt
