dataset,starting_modality,new_modality,ssl_lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,entr_frequency,trainable_params,active_losses,use_mfla,mfla_warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,s2,s1,0.00015,0.0002,96,0.7,0.36,0.36,0.05,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,45.32,62.69,57.02,62.65,46.68,62.69,57.75,62.65,checkpoints/panopticon_lp_benv2_s2_s0.pt,checkpoints/benv2_panopticon_s2_to_s1_fft0_transfer.pt
benv2,s2,s1,0.0001,0.00038,96,0.68837,0.46021,0.7741,0.4492,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,45.25,62.13,60.94,62.37,45.19,62.13,58.95,62.37,checkpoints/panopticon_lp_benv2_s2_s0.pt,checkpoints/benv2_panopticon_s2_to_s1_fft0_peeking.pt
benv2,s2,s1,0.0001,0.001,96,0.37,0.22,0.7,0.7,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,45.03,61.99,58.61,62.58,45.03,61.99,58.32,62.58,checkpoints/panopticon_lp_benv2_s2_s0.pt,checkpoints/benv2_panopticon_s2_to_s1_fft0_ens_addition.pt
benv2,s1,s2,0.0001,0.00038,96,0.68837,0.46021,0.7741,0.4492,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,53.57,50.77,53.43,54.75,53.89,50.77,52.26,54.75,checkpoints/panopticon_lp_benv2_s1_s0.pt,checkpoints/benv2_panopticon_s1_to_s2_fft0_peeking.pt
benv2,s1,s2,0.00015,0.0002,96,0.7,0.36,0.36,0.05,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,53.15,46.78,53.87,51.86,53.37,46.78,53.47,51.86,checkpoints/panopticon_lp_benv2_s1_s0.pt,checkpoints/benv2_panopticon_s1_to_s2_fft0_transfer.pt
benv2,s1,s2,0.0001,0.001,96,0.37,0.22,0.7,0.7,0,148013350,distill+ce+prefusion+mae+latent,False,0,cross,0,mAP,53.04,51.17,54.40,54.33,53.91,51.17,52.62,54.33,checkpoints/panopticon_lp_benv2_s1_s0.pt,checkpoints/benv2_panopticon_s1_to_s2_fft0_ens_addition.pt
