dataset,model_type,modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,test_metric,metric_name,saved_checkpoint,global_rep
benv2,evan_small,s1,fft,32,fft,0.0001,22123411,16,44.20,mAP,checkpoints/benv2_s1_s0.pt,clstoken
