dataset,starting_modality,new_modality,ssl_lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,mfla_warmup_epochs,metric_name,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,s2,s1,0.0001,0.001,80,0.75,0.3,0.3,0.0,43646374,distill+ce+prefusion+mae+latent,False,0,mAP,41.51,58.44,55.85,0.00,42.79,58.44,55.85,,checkpoints/benv2_s2_s0.pt,checkpoints/benv2_s2_to_s1_dcpml.pt
benv2,s2,s1,0.0001,0.001,80,0.75,0.3,0.3,0.0,43634854,distill+ce+prefusion+mae+latent,False,0,mAP,48.68,63.90,63.50,0.00,49.91,63.90,63.50,,checkpoints/benv2_s2_dino_s0.pt,checkpoints/benv2_s2_to_s1_dcpml.pt
benv2,s2,s1,0.0001,0.001,80,0.75,0.3,0.3,0.0,43646374,distill+ce+prefusion+mae+entr+latent,False,0,mAP,41.32,58.01,54.74,0.00,41.32,57.54,54.74,,checkpoints/benv2_s2_s0.pt,checkpoints/benv2_s2_to_s1_dcpmel.pt
benv2,s2,s1,0.0001,0.001,80,0.75,0.3,0.3,0.0,43646374,distill+ce+prefusion+mae+entr+latent,False,0,mAP,42.14,59.19,55.24,0.00,42.14,59.54,55.24,,checkpoints/benv2_s2_s0.pt,checkpoints/benv2_s2_to_s1_dcpmel.pt
