model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s2,s1,fft,32,fft,0.0001,22123027,2,2.0,1.0,regular,kd,mAP,39.26,39.26,2,51.42,49.89,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260405_155401.pt,clstoken,checkpoints/benv2_s2_s0_dryrun.pt
