model_type,teacher_modality,student_modalities,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,weight_decay,trainable_params,epochs,use_dino_weights,metric_name,teacher_train1_metric,teacher_train2_metric,teacher_test_metric,student_test_metric,student_best_test_metric,best_epoch,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s2,s2+s1,fft,0,fft,0.0001,0.0001,28017427,5,False,mAP,81.46,65.95,57.35,54.97,54.97,5,checkpoints/evan_mke_benv2_s2_to_s2_s1_20260414_023005.pt,clstoken,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260414_005150.pt
