checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/nir_to_vre.pt,24,nir,nir+vre,real-multimodal-real-supervision,nir+vre,,86.81481481481481,86.81481481481481
checkpoints/nir_to_vre.pt,24,nir,nir+vre,hallucinated-multimodal-real-supervision,nir,vre,78.0925925925926,78.88888888888889
checkpoints/nir_to_vre.pt,24,nir,nir+vre,hallucinated-multimodal-real-supervision,vre,nir,87.35185185185185,87.38888888888889
checkpoints/nir_to_vre.pt,24,nir,nir+vre,real-monomodal-real-supervision,nir,,79.72222222222223,79.83333333333333
checkpoints/nir_to_vre.pt,24,nir,nir+vre,real-monomodal-real-supervision,vre,,87.53703703703704,87.53703703703704
checkpoints/nir_to_vre.pt,24,nir,nir+vre,hallucinated-multimodal-pseudo-supervision,vre,nir,79.96296296296296,79.96296296296296
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,real-multimodal-real-supervision,rgb+nir,,90.14814814814815,90.14814814814815
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,hallucinated-multimodal-real-supervision,rgb,nir,83.0925925925926,83.0925925925926
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,hallucinated-multimodal-real-supervision,nir,rgb,74.29629629629629,74.5
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,real-monomodal-real-supervision,rgb,,80.0,80.55555555555556
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,real-monomodal-real-supervision,nir,,74.33333333333333,74.53703703703704
checkpoints/rgb_to_nir.pt,24,rgb,rgb+nir,hallucinated-multimodal-pseudo-supervision,nir,rgb,72.79629629629629,73.83333333333333
checkpoints/vre_to_nir.pt,24,vre,vre+nir,real-multimodal-real-supervision,vre+nir,,87.46296296296296,87.46296296296296
checkpoints/vre_to_nir.pt,24,vre,vre+nir,hallucinated-multimodal-real-supervision,vre,nir,87.94444444444444,88.4074074074074
checkpoints/vre_to_nir.pt,24,vre,vre+nir,hallucinated-multimodal-real-supervision,nir,vre,74.18518518518519,74.46296296296296
checkpoints/vre_to_nir.pt,24,vre,vre+nir,real-monomodal-real-supervision,vre,,86.64814814814815,86.74074074074075
checkpoints/vre_to_nir.pt,24,vre,vre+nir,real-monomodal-real-supervision,nir,,73.20370370370371,73.75925925925925
checkpoints/vre_to_nir.pt,24,vre,vre+nir,hallucinated-multimodal-pseudo-supervision,nir,vre,56.666666666666664,58.851851851851855
checkpoints/nir_to_swir.pt,24,nir,nir+swir,real-multimodal-real-supervision,nir+swir,,86.53703703703704,86.53703703703704
checkpoints/nir_to_swir.pt,24,nir,nir+swir,hallucinated-multimodal-real-supervision,nir,swir,80.55555555555556,80.75925925925925
checkpoints/nir_to_swir.pt,24,nir,nir+swir,hallucinated-multimodal-real-supervision,swir,nir,86.4074074074074,86.72222222222223
checkpoints/nir_to_swir.pt,24,nir,nir+swir,real-monomodal-real-supervision,nir,,80.75925925925925,80.87037037037037
checkpoints/nir_to_swir.pt,24,nir,nir+swir,real-monomodal-real-supervision,swir,,85.61111111111111,85.70370370370371
checkpoints/nir_to_swir.pt,24,nir,nir+swir,hallucinated-multimodal-pseudo-supervision,swir,nir,74.42592592592592,75.24074074074075
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,real-multimodal-real-supervision,rgb+swir,,90.38888888888889,90.38888888888889
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,hallucinated-multimodal-real-supervision,rgb,swir,68.11111111111111,68.11111111111111
