checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,hallucinated-multimodal-real-supervision,swir,rgb,89.35185185185185,89.61111111111111
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,real-monomodal-real-supervision,rgb,,68.5925925925926,68.77777777777777
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,real-monomodal-real-supervision,swir,,88.5925925925926,88.5925925925926
checkpoints/rgb_to_swir.pt,24,rgb,rgb+swir,hallucinated-multimodal-pseudo-supervision,swir,rgb,80.24074074074075,82.24074074074075
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,real-multimodal-real-supervision,nir+rgb,,87.16666666666667,87.16666666666667
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,hallucinated-multimodal-real-supervision,nir,rgb,70.85185185185185,71.31481481481481
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,hallucinated-multimodal-real-supervision,rgb,nir,85.61111111111111,85.77777777777777
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,real-monomodal-real-supervision,nir,,71.87037037037037,72.16666666666667
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,real-monomodal-real-supervision,rgb,,82.20370370370371,82.20370370370371
checkpoints/nir_to_rgb.pt,24,nir,nir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,nir,50.148148148148145,51.5
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,real-multimodal-real-supervision,rgb+vre,,92.35185185185185,92.35185185185185
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,hallucinated-multimodal-real-supervision,rgb,vre,88.68518518518519,89.20370370370371
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,hallucinated-multimodal-real-supervision,vre,rgb,88.98148148148148,89.24074074074075
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,real-monomodal-real-supervision,rgb,,89.88888888888889,90.07407407407408
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,real-monomodal-real-supervision,vre,,88.94444444444444,88.94444444444444
checkpoints/rgb_to_vre.pt,24,rgb,rgb+vre,hallucinated-multimodal-pseudo-supervision,vre,rgb,81.5,82.74074074074075
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,real-multimodal-real-supervision,vre+rgb,,89.94444444444444,89.94444444444444
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,hallucinated-multimodal-real-supervision,vre,rgb,88.61111111111111,88.72222222222223
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,hallucinated-multimodal-real-supervision,rgb,vre,89.01851851851852,89.01851851851852
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,real-monomodal-real-supervision,vre,,88.0925925925926,88.53703703703704
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,real-monomodal-real-supervision,rgb,,88.88888888888889,88.88888888888889
checkpoints/vre_to_rgb.pt,24,vre,vre+rgb,hallucinated-multimodal-pseudo-supervision,rgb,vre,83.9074074074074,84.14814814814815
checkpoints/vre_to_swir.pt,24,vre,vre+swir,real-multimodal-real-supervision,vre+swir,,89.0925925925926,89.0925925925926
checkpoints/vre_to_swir.pt,24,vre,vre+swir,hallucinated-multimodal-real-supervision,vre,swir,88.48148148148148,88.72222222222223
checkpoints/vre_to_swir.pt,24,vre,vre+swir,hallucinated-multimodal-real-supervision,swir,vre,87.31481481481481,87.92592592592592
checkpoints/vre_to_swir.pt,24,vre,vre+swir,real-monomodal-real-supervision,vre,,87.88888888888889,88.05555555555556
checkpoints/vre_to_swir.pt,24,vre,vre+swir,real-monomodal-real-supervision,swir,,86.75925925925925,86.75925925925925
checkpoints/vre_to_swir.pt,24,vre,vre+swir,hallucinated-multimodal-pseudo-supervision,swir,vre,77.5925925925926,77.5925925925926
checkpoints/vre_to_swir.pt,4,vre,vre+swir,real-multimodal-real-supervision,vre+swir,,89.9074074074074,89.9074074074074
checkpoints/vre_to_swir.pt,4,vre,vre+swir,hallucinated-multimodal-real-supervision,vre,swir,89.35185185185185,89.35185185185185
checkpoints/vre_to_swir.pt,4,vre,vre+swir,hallucinated-multimodal-real-supervision,swir,vre,86.5,86.5
checkpoints/vre_to_swir.pt,4,vre,vre+swir,real-monomodal-real-supervision,vre,,88.44444444444444,88.79629629629629
checkpoints/vre_to_swir.pt,4,vre,vre+swir,real-monomodal-real-supervision,swir,,83.48148148148148,83.48148148148148
checkpoints/vre_to_swir.pt,4,vre,vre+swir,hallucinated-multimodal-pseudo-supervision,swir,vre,84.51851851851852,84.9074074074074
checkpoints/swir_to_nir.pt,24,swir,swir+nir,real-multimodal-real-supervision,swir+nir,,87.61111111111111,87.61111111111111
checkpoints/swir_to_nir.pt,24,swir,swir+nir,hallucinated-multimodal-real-supervision,swir,nir,87.81481481481481,88.11111111111111
checkpoints/swir_to_nir.pt,24,swir,swir+nir,hallucinated-multimodal-real-supervision,nir,swir,79.24074074074075,79.29629629629629
checkpoints/swir_to_nir.pt,24,swir,swir+nir,real-monomodal-real-supervision,swir,,86.79629629629629,86.79629629629629
checkpoints/swir_to_nir.pt,24,swir,swir+nir,real-monomodal-real-supervision,nir,,76.51851851851852,76.53703703703704
checkpoints/swir_to_nir.pt,24,swir,swir+nir,hallucinated-multimodal-pseudo-supervision,nir,swir,77.0,77.62962962962963
checkpoints/swir_to_vre.pt,24,swir,swir+vre,real-multimodal-real-supervision,swir+vre,,89.96296296296296,89.96296296296296
checkpoints/swir_to_vre.pt,24,swir,swir+vre,hallucinated-multimodal-real-supervision,swir,vre,87.92592592592592,87.92592592592592
checkpoints/swir_to_vre.pt,24,swir,swir+vre,hallucinated-multimodal-real-supervision,vre,swir,89.01851851851852,89.01851851851852
checkpoints/swir_to_vre.pt,24,swir,swir+vre,real-monomodal-real-supervision,swir,,87.31481481481481,87.66666666666667
checkpoints/swir_to_vre.pt,24,swir,swir+vre,real-monomodal-real-supervision,vre,,87.79629629629629,88.11111111111111
checkpoints/swir_to_vre.pt,24,swir,swir+vre,hallucinated-multimodal-pseudo-supervision,vre,swir,86.55555555555556,87.12962962962963
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,real-multimodal-real-supervision,swir+rgb,,90.70370370370371,90.70370370370371
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,hallucinated-multimodal-real-supervision,swir,rgb,88.53703703703704,88.66666666666667
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,hallucinated-multimodal-real-supervision,rgb,swir,90.27777777777777,90.38888888888889
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,real-monomodal-real-supervision,swir,,88.07407407407408,88.18518518518519
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,real-monomodal-real-supervision,rgb,,88.03703703703704,88.14814814814815
checkpoints/swir_to_rgb.pt,24,swir,swir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,swir,87.70370370370371,88.29629629629629
