wandb_run_id,starting_modality,new_modality,ssl_lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,use_mae,use_latent,trainable_params,active_losses,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint,shote2e_checkpoint
2a2e48au,rgb,nir,0.0002023399776121478,0.02368300993167539,64,0.17090467134514026,0.17914412486302844,0.742977996387524,0.27697432039831393,True,True,47172628,prefusion+distill+ce+mae+latent,67.89,74.41,88.70,88.43,92.70,88.80,78.26,91.59,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_2a2e48au_0203_2317.pt
whypfr31,rgb,nir,2.675655597975428e-05,0.07998875492455619,64,0.3682732504350129,0.23050851642525383,0.08019088784658791,0.9688203926709464,True,True,47172628,prefusion+distill+ce+mae+latent,64.11,69.94,86.74,87.56,93.37,88.22,75.31,89.96,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_whypfr31_0203_2318.pt
xncio73q,vre,swir,0.000232845017805095,0.00013988817323822234,64,0.2611754200770345,0.3600404608838855,0.4708933583673399,0.9227922255727696,True,True,47369492,prefusion+distill+ce+mae+latent,83.67,84.56,88.67,89.39,92.26,89.37,85.83,89.50,checkpoints/vre_randinit_fft.pt,checkpoints/sweep_xncio73q_0203_2323.pt
rsxl1w3b,vre,nir,1.6380149645030904e-05,0.002378658698704001,64,0.21491787476292004,0.18785212354793696,0.8464349760420706,0.19282604510119028,True,True,47172628,prefusion+distill+ce+mae+latent,66.30,66.43,90.30,90.17,96.52,89.06,78.30,88.76,checkpoints/vre_randinit_fft.pt,checkpoints/sweep_rsxl1w3b_0203_2326.pt
di5a7tj9,rgb,nir,4.5838014345298824e-05,1.0414876658506876e-05,64,0.7258386673569632,0.3596843577311475,0.8444735739022431,0.6583349377726314,True,True,47172628,prefusion+distill+ce+mae+latent,69.81,74.87,87.59,87.83,92.48,87.94,78.65,90.96,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_di5a7tj9_0203_2326.pt
54x71kxj,rgb,nir,2.4965043537008595e-05,0.00883176167289194,64,0.760809097920628,0.17294987396094996,0.23124219003301075,0.7957408812606475,True,True,47172628,prefusion+distill+ce+mae+latent,63.56,68.87,88.11,87.87,91.07,87.37,75.83,90.20,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_54x71kxj_0203_2326.pt
ourfs15a,vre,swir,2.6304840193846677e-05,0.05119801656294251,64,0.19909727200914015,0.4942162536499498,0.349646520672721,0.6846855645711017,True,True,47369492,prefusion+distill+ce+mae+latent,82.52,83.54,89.44,90.19,95.67,89.04,85.98,89.24,checkpoints/vre_randinit_fft.pt,checkpoints/sweep_ourfs15a_0203_2330.pt
26wovshr,rgb,swir,1.749204881903043e-05,2.1912605066827767e-05,64,0.12835368583355394,0.3211593414028303,0.04128516706588871,0.031127434053019657,True,True,47369492,prefusion+distill+ce+mae+latent,75.48,80.37,87.11,87.81,89.56,88.17,81.06,89.78,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_26wovshr_0203_2335.pt
tq5luqxr,swir,rgb,0.00018222094951469,0.0007705007736855314,64,0.6008761529659424,0.461093031655028,0.12370985121310688,0.29097579037238264,True,True,47369492,prefusion+distill+ce+mae+latent,79.93,84.37,85.11,84.69,88.56,85.09,81.98,88.67,checkpoints/swir_randinit_fft.pt,checkpoints/sweep_tq5luqxr_0203_2336.pt
4i2olfdm,rgb,vre,1.6205756084282122e-05,0.0006124619404830656,64,0.31251061302836236,0.13775353151999492,0.5076777309150043,0.9167846806965332,True,True,47369492,prefusion+distill+ce+mae+latent,73.81,78.35,87.56,88.24,88.48,87.81,80.69,89.89,checkpoints/rgb_randinit_fft.pt,checkpoints/sweep_4i2olfdm_0203_2336.pt
bhpzj3ve,swir,nir,0.00012273808012794977,0.0008984030096982721,64,0.8075592774246423,0.13671000729758323,0.8893229051688478,0.9439385630639234,True,True,47172628,prefusion+distill+ce+mae+latent,65.56,70.52,85.44,85.93,88.19,84.41,74.80,86.02,checkpoints/swir_randinit_fft.pt,checkpoints/sweep_bhpzj3ve_0203_2340.pt
667yqelf,swir,nir,1.7826630348648036e-05,6.676555132826263e-05,64,0.6923480226450686,0.2003062512911856,0.06886285693987935,0.05008290577869812,True,True,47172628,prefusion+distill+ce+mae+latent,62.52,64.69,85.85,85.72,91.37,84.89,73.98,85.28,checkpoints/swir_randinit_fft.pt,checkpoints/sweep_667yqelf_0203_2341.pt
