checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,real-multimodal-real-supervision,rgb+vre,,98.61111111111111,98.61111111111111
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,hallucinated-multimodal-real-supervision,rgb,vre,98.38888888888889,98.44444444444444
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,hallucinated-multimodal-real-supervision,vre,rgb,97.33333333333333,97.33333333333333
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,real-monomodal-real-supervision,rgb,,98.37037037037037,98.42592592592592
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,real-monomodal-real-supervision,vre,,96.4074074074074,96.44444444444444
checkpoints/rgb_to_vre.pt,36,rgb,rgb+vre,hallucinated-multimodal-pseudo-supervision,vre,rgb,96.96296296296296,97.05555555555556
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,real-multimodal-real-supervision,rgb+nir,,98.79629629629629,98.79629629629629
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,hallucinated-multimodal-real-supervision,rgb,nir,98.62962962962963,98.70370370370371
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,hallucinated-multimodal-real-supervision,nir,rgb,91.20370370370371,91.24074074074075
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,real-monomodal-real-supervision,rgb,,98.53703703703704,98.62962962962963
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,real-monomodal-real-supervision,nir,,71.35185185185185,71.35185185185185
checkpoints/rgb_to_nir.pt,36,rgb,rgb+nir,hallucinated-multimodal-pseudo-supervision,nir,rgb,90.42592592592592,90.85185185185185
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,real-multimodal-real-supervision,rgb+swir,,98.25925925925925,98.25925925925925
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,hallucinated-multimodal-real-supervision,rgb,swir,98.18518518518519,98.27777777777777
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,hallucinated-multimodal-real-supervision,swir,rgb,95.01851851851852,95.20370370370371
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,real-monomodal-real-supervision,rgb,,98.25925925925925,98.29629629629629
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,real-monomodal-real-supervision,swir,,94.83333333333333,94.88888888888889
checkpoints/rgb_to_swir.pt,36,rgb,rgb+swir,hallucinated-multimodal-pseudo-supervision,swir,rgb,93.57407407407408,93.88888888888889
checkpoints/vre_to_swir.pt,2,vre,vre+swir,delulu-transfer,swir,vre,85.75925925925925,86.0
checkpoints/vre_to_swir.pt,2,vre,vre+swir,delulu-addition,vre+swir,,88.94444444444444,88.94444444444444
checkpoints/vre_to_swir.pt,2,vre,vre+swir,delulu-peeking,vre,swir,89.33333333333333,89.33333333333333
checkpoints/vre_to_swir.pt,8,vre,vre+swir,delulu-transfer,swir,vre,85.88888888888889,86.24074074074075
checkpoints/vre_to_swir.pt,8,vre,vre+swir,delulu-addition,vre+swir,,89.18518518518519,89.18518518518519
checkpoints/vre_to_swir.pt,8,vre,vre+swir,delulu-peeking,vre,swir,89.53703703703704,89.83333333333333
checkpoints/vre_to_swir.pt,2,vre,vre+swir,delulu-transfer,swir,vre,85.75925925925925,85.88888888888889
checkpoints/vre_to_swir.pt,2,vre,vre+swir,delulu-addition,vre+swir,,88.96296296296296,88.96296296296296
