checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/vre_to_swir.pt,2,vre,vre+swir,real-multimodal-real-supervision,vre+swir,,76.25925925925925,76.25925925925925
checkpoints/vre_to_swir.pt,2,vre,vre+swir,hallucinated-multimodal-real-supervision,vre,swir,73.35185185185185,73.35185185185185
checkpoints/vre_to_swir.pt,2,vre,vre+swir,hallucinated-multimodal-real-supervision,swir,vre,68.4074074074074,68.4074074074074
checkpoints/vre_to_swir.pt,2,vre,vre+swir,real-monomodal-real-supervision,vre,,75.05555555555556,75.05555555555556
checkpoints/vre_to_swir.pt,2,vre,vre+swir,real-monomodal-real-supervision,swir,,69.5,69.5
checkpoints/vre_to_swir.pt,2,vre,vre+swir,hallucinated-multimodal-pseudo-supervision,swir,vre,65.79629629629629,65.79629629629629
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,real-multimodal-real-supervision,rgb+nir,,94.57407407407408,94.57407407407408
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,hallucinated-multimodal-real-supervision,rgb,nir,92.24074074074075,92.27777777777777
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,hallucinated-multimodal-real-supervision,nir,rgb,77.07407407407408,77.4074074074074
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,real-monomodal-real-supervision,rgb,,91.27777777777777,91.44444444444444
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,real-monomodal-real-supervision,nir,,71.74074074074075,71.96296296296296
checkpoints/rgb_to_nir.pt,32,rgb,rgb+nir,hallucinated-multimodal-pseudo-supervision,nir,rgb,74.64814814814815,75.77777777777777
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,real-multimodal-real-supervision,rgb+vre,,88.46296296296296,88.46296296296296
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,hallucinated-multimodal-real-supervision,rgb,vre,78.14814814814815,78.79629629629629
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,hallucinated-multimodal-real-supervision,vre,rgb,86.37037037037037,86.53703703703704
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,real-monomodal-real-supervision,rgb,,77.0,77.0
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,real-monomodal-real-supervision,vre,,86.57407407407408,86.75925925925925
checkpoints/rgb_to_vre.pt,32,rgb,rgb+vre,hallucinated-multimodal-pseudo-supervision,vre,rgb,81.85185185185185,82.79629629629629
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,real-multimodal-real-supervision,rgb+swir,,91.81481481481481,91.81481481481481
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,hallucinated-multimodal-real-supervision,rgb,swir,89.07407407407408,89.18518518518519
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,hallucinated-multimodal-real-supervision,swir,rgb,89.87037037037037,89.92592592592592
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,real-monomodal-real-supervision,rgb,,83.33333333333333,83.33333333333333
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,real-monomodal-real-supervision,swir,,89.44444444444444,89.53703703703704
checkpoints/rgb_to_swir.pt,32,rgb,rgb+swir,hallucinated-multimodal-pseudo-supervision,swir,rgb,86.07407407407408,86.38888888888889
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,real-multimodal-real-supervision,vre+rgb,,91.88888888888889,91.88888888888889
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,hallucinated-multimodal-real-supervision,vre,rgb,89.75925925925925,89.92592592592592
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,hallucinated-multimodal-real-supervision,rgb,vre,86.72222222222223,87.33333333333333
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,real-monomodal-real-supervision,vre,,89.07407407407408,89.16666666666667
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,real-monomodal-real-supervision,rgb,,88.46296296296296,88.46296296296296
