checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/vre_to_rgb.pt,32,vre,vre+rgb,hallucinated-multimodal-pseudo-supervision,rgb,vre,84.24074074074075,84.72222222222223
checkpoints/vre_to_nir.pt,32,vre,vre+nir,real-multimodal-real-supervision,vre+nir,,82.79629629629629,82.79629629629629
checkpoints/vre_to_nir.pt,32,vre,vre+nir,hallucinated-multimodal-real-supervision,vre,nir,85.03703703703704,85.16666666666667
checkpoints/vre_to_nir.pt,32,vre,vre+nir,hallucinated-multimodal-real-supervision,nir,vre,67.66666666666667,67.72222222222223
checkpoints/vre_to_nir.pt,32,vre,vre+nir,real-monomodal-real-supervision,vre,,84.29629629629629,84.35185185185185
checkpoints/vre_to_nir.pt,32,vre,vre+nir,real-monomodal-real-supervision,nir,,69.51851851851852,69.61111111111111
checkpoints/vre_to_nir.pt,32,vre,vre+nir,hallucinated-multimodal-pseudo-supervision,nir,vre,63.68518518518518,66.01851851851852
checkpoints/vre_to_swir.pt,32,vre,vre+swir,real-multimodal-real-supervision,vre+swir,,89.03703703703704,89.03703703703704
checkpoints/vre_to_swir.pt,32,vre,vre+swir,hallucinated-multimodal-real-supervision,vre,swir,88.29629629629629,88.44444444444444
checkpoints/vre_to_swir.pt,32,vre,vre+swir,hallucinated-multimodal-real-supervision,swir,vre,86.83333333333333,87.16666666666667
checkpoints/vre_to_swir.pt,32,vre,vre+swir,real-monomodal-real-supervision,vre,,88.46296296296296,88.53703703703704
checkpoints/vre_to_swir.pt,32,vre,vre+swir,real-monomodal-real-supervision,swir,,87.05555555555556,87.33333333333333
checkpoints/vre_to_swir.pt,32,vre,vre+swir,hallucinated-multimodal-pseudo-supervision,swir,vre,83.11111111111111,83.75925925925925
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-multimodal-real-supervision,nir+vre,,85.03703703703704,85.03703703703704
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-real-supervision,nir,vre,79.33333333333333,79.5
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-real-supervision,vre,nir,84.87037037037037,84.87037037037037
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-monomodal-real-supervision,nir,,79.03703703703704,79.0925925925926
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-monomodal-real-supervision,vre,,83.44444444444444,84.07407407407408
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-pseudo-supervision,vre,nir,79.88888888888889,80.9074074074074
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-multimodal-real-supervision,nir+swir,,85.61111111111111,85.61111111111111
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-real-supervision,nir,swir,71.0,71.01851851851852
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-real-supervision,swir,nir,83.64814814814815,83.64814814814815
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-monomodal-real-supervision,nir,,71.42592592592592,71.57407407407408
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-monomodal-real-supervision,swir,,82.24074074074075,82.35185185185185
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-pseudo-supervision,swir,nir,75.92592592592592,76.01851851851852
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-multimodal-real-supervision,swir+rgb,,90.46296296296296,90.46296296296296
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-real-supervision,swir,rgb,88.68518518518519,88.72222222222223
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-real-supervision,rgb,swir,85.57407407407408,85.61111111111111
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-monomodal-real-supervision,swir,,88.20370370370371,88.20370370370371
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-monomodal-real-supervision,rgb,,79.53703703703704,79.53703703703704
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,swir,81.96296296296296,83.01851851851852
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-multimodal-real-supervision,nir+rgb,,90.55555555555556,90.55555555555556
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-real-supervision,nir,rgb,78.38888888888889,78.72222222222223
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-real-supervision,rgb,nir,88.35185185185185,88.66666666666667
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-monomodal-real-supervision,nir,,78.33333333333333,78.46296296296296
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-monomodal-real-supervision,rgb,,87.33333333333333,87.46296296296296
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,nir,83.62962962962963,84.4074074074074
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-multimodal-real-supervision,swir+vre,,88.55555555555556,88.55555555555556
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-real-supervision,swir,vre,87.14814814814815,87.35185185185185
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-real-supervision,vre,swir,87.37037037037037,87.37037037037037
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-monomodal-real-supervision,swir,,85.0,85.12962962962963
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-monomodal-real-supervision,vre,,86.57407407407408,86.57407407407408
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-pseudo-supervision,vre,swir,82.64814814814815,83.66666666666667
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-multimodal-real-supervision,swir+nir,,85.22222222222223,85.22222222222223
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-real-supervision,swir,nir,84.72222222222223,84.81481481481481
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-real-supervision,nir,swir,62.888888888888886,63.129629629629626
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-monomodal-real-supervision,swir,,85.5,85.61111111111111
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-monomodal-real-supervision,nir,,65.07407407407408,65.35185185185185
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-pseudo-supervision,nir,swir,59.01851851851852,59.574074074074076
