model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s1,s2,fft,32,fft,0.001,22492819,16,1.0,1.0,regular,kd,mAP,48.31,47.63,48.56,9,51.34,50.54,,,,checkpoints/evan_distill_benv2_s1_to_s2_20260414_213655.pt,clstoken,checkpoints/benv2_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22492819,16,2.0,1.0,regular,kd,mAP,48.31,48.38,49.89,9,51.59,50.36,,,,checkpoints/evan_distill_benv2_s1_to_s2_20260414_221055.pt,clstoken,checkpoints/benv2_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22492819,16,1.0,1.0,regular,ttm,mAP,48.31,47.83,48.31,10,51.30,50.57,,,,checkpoints/evan_distill_benv2_s1_to_s2_20260414_224420.pt,clstoken,checkpoints/benv2_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.001,22492819,16,2.0,1.0,regular,ttm,mAP,48.31,48.77,49.46,10,51.36,51.01,,,,checkpoints/evan_distill_benv2_s1_to_s2_20260414_231617.pt,clstoken,checkpoints/benv2_s1_dinov3init_sft.pt
evan_small,s1,s2,fft,32,fft,0.0003,22492819,16,1.0,1.0,regular,kd,mAP,48.31,47.93,48.96,8,51.32,50.30,,,,checkpoints/evan_distill_benv2_s1_to_s2_20260414_234841.pt,clstoken,checkpoints/benv2_s1_dinov3init_sft.pt
