model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_small,s2,s1,fft,32,fft,0.001,85486867,16,2.0,1.0,regular,ttm,mAP,58.28,44.68,45.25,12,57.24,55.91,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260414_230854.pt,clstoken,checkpoints/benv2_s2rgb_dinov3init_sft.pt
evan_small,s2,s1,fft,32,fft,0.001,85486867,16,2.0,1.0,regular,kd,mAP,58.28,46.42,46.75,12,58.96,56.79,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260414_220621.pt,clstoken,checkpoints/benv2_s2rgb_dinov3init_sft.pt
evan_small,s2,s1,fft,32,fft,0.001,85486867,16,1.0,1.0,regular,ttm,mAP,58.28,45.46,45.50,15,58.46,57.01,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260414_223759.pt,clstoken,checkpoints/benv2_s2rgb_dinov3init_sft.pt
evan_small,s2,s1,fft,32,fft,0.001,85486867,16,1.0,1.0,regular,kd,mAP,58.28,43.41,43.62,14,58.07,55.31,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260414_213444.pt,clstoken,checkpoints/benv2_s2rgb_dinov3init_sft.pt
evan_small,s2,s1,fft,32,fft,0.0003,85486867,16,1.0,1.0,regular,kd,mAP,58.28,45.67,45.88,13,58.73,56.70,,,,checkpoints/evan_distill_benv2_s2_to_s1_20260414_234025.pt,clstoken,checkpoints/benv2_s2rgb_dinov3init_sft.pt
