dataset,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,stage0_checkpoint,shote2e_checkpoint
dfc2020,s2_rgb,s2,0.0001,0.001,64,0.75,0.3,0.3,0.0,42808208,all,False,1,cross,3,mIoU,50.61,45.80,47.49,51.83,52.73,41.37,46.12,51.83,checkpoints/dfc2020_s2rgb_dinov3init_sft.pt,checkpoints/dfc2020_s2rgb_to_s2.pt
dfc2020,s2_rgb,s1,0.0001,0.001,64,0.75,0.3,0.3,0.0,40642704,all,False,1,cross,3,mIoU,43.25,47.07,49.15,50.74,43.25,45.14,47.99,50.74,checkpoints/dfc2020_s2rgb_dinov3init_sft.pt,checkpoints/dfc2020_s2rgb_to_s1.pt
dfc2020,s2,s1,0.0001,0.001,64,0.75,0.3,0.3,0.0,42611344,all,False,1,cross,3,mIoU,40.92,44.64,44.91,47.97,43.69,38.92,39.85,47.97,checkpoints/dfc2020_s2_dinov3init_sft.pt,checkpoints/dfc2020_s2_to_s1.pt
dfc2020,s1,s2,0.0001,0.001,64,0.75,0.3,0.3,0.0,42611344,all,False,1,cross,3,mIoU,46.12,42.02,45.39,45.65,41.27,44.15,44.10,45.65,checkpoints/dfc2020_s1_dinov3init_sft.pt,checkpoints/dfc2020_s1_to_s2.pt
dfc2020,s2_rgb,s1,0.0001,0.001,64,0.75,0.3,0.3,0.0,40642704,all,False,1,cross,3,mIoU,43.94,43.65,48.84,50.34,43.94,42.82,45.51,50.34,checkpoints/dfc2020_s2rgb_dinov3init_sft.pt,checkpoints/dfc2020_s2rgb_to_s1.pt
