dataset,model_type,modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,weight_decay,trainable_params,epoch,test_metric,val_metric,metric_name,saved_checkpoint,global_rep,dino_init,num_time_steps,decoder,train_aug,train_split
dfc2020,evan_base,s2_rgb+s2_norgb,fft,32,fft,0.0001,0.01,108915464,24,51.84,50.85,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s2_norgb_fft_lr0.0001_20260820_201443.pt,clstoken,False,12,linear,none,full
dfc2020,evan_base,s2_rgb+s2_norgb,fft,32,fft,0.0005,0.01,108915464,24,57.48,57.89,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s2_norgb_fft_lr0.0005_20260820_201349.pt,clstoken,False,12,linear,none,full
dfc2020,evan_base,s2_rgb+s2_norgb,fft,32,fft,0.0001,0.0,108915464,24,52.21,51.42,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s2_norgb_fft_lr0.0001_20260820_201522.pt,clstoken,False,12,linear,none,full
dfc2020,evan_base,s2_norgb+s1,fft,32,fft,0.0005,0.01,148054536,24,68.72,69.57,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb+s1_fft_lr0.0005_20260820_201912.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_rgb+s1,fft,32,fft,0.0005,0.0,146678280,24,64.83,64.63,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s1_fft_lr0.0005_20260820_201930.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_rgb+s2_norgb,fft,32,fft,0.0005,0.0,148251144,24,67.29,67.87,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s2_norgb_fft_lr0.0005_20260820_202056.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_rgb+s1,fft,32,fft,0.0005,0.01,146678280,24,64.70,64.61,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s1_fft_lr0.0005_20260820_202028.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_rgb+s2_norgb,fft,32,fft,0.0005,0.01,148251144,24,67.62,67.97,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb+s2_norgb_fft_lr0.0005_20260820_202204.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_norgb+s1,fft,32,fft,0.0005,0.0,148054536,24,68.84,69.52,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb+s1_fft_lr0.0005_20260820_202204.pt,clstoken,False,12,upernet,none,full
dfc2020,evan_base,s2_norgb+s1,fft,32,fft,0.0001,0.0,108718856,24,53.31,53.71,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb+s1_fft_lr0.0001_20260820_210048.pt,clstoken,True,12,linear,none,split1
dfc2020,evan_base,s2_rgb,fft,32,fft,0.0005,0.0,125011464,24,59.04,59.48,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260821_192903.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s2_norgb,fft,32,fft,0.0005,0.0,126387720,24,58.65,58.95,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260821_192850.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s2_norgb,fft,32,fft,0.0005,0.01,126387720,24,58.72,58.93,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260821_192848.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s2_rgb,fft,32,fft,0.0005,0.01,125011464,24,59.01,59.63,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260821_192848.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s1,fft,32,fft,0.0005,0.01,124814856,24,46.57,45.92,mIoU,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260821_192855.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s1,fft,32,fft,0.0005,0.0,124814856,24,46.21,46.36,mIoU,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260821_193036.pt,clstoken,True,12,upernet,none,split1
dfc2020,evan_base,s2_rgb,fft,32,fft,0.0005,0.0,125011464,24,57.29,57.27,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260821_194417.pt,clstoken,False,12,upernet,none,split1
dfc2020,evan_base,s2_norgb,fft,32,fft,0.0005,0.01,126387720,24,63.59,63.89,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260821_194419.pt,clstoken,False,12,upernet,none,split1
dfc2020,evan_base,s2_rgb,fft,32,fft,0.0005,0.01,125011464,24,56.78,56.58,mIoU,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260821_194436.pt,clstoken,False,12,upernet,none,split1
dfc2020,evan_base,s2_norgb,fft,32,fft,0.0005,0.0,126387720,24,63.45,64.08,mIoU,checkpoints/sft_evan_base_dfc2020_s2_norgb_fft_lr0.0005_20260821_194419.pt,clstoken,False,12,upernet,none,split1
dfc2020,evan_base,s1,fft,32,fft,0.0005,0.01,124814856,24,49.16,48.15,mIoU,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260821_194458.pt,clstoken,False,12,upernet,none,split1
dfc2020,evan_base,s1,fft,32,fft,0.0005,0.0,124814856,24,49.05,48.27,mIoU,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260821_194707.pt,clstoken,False,12,upernet,none,split1
