model_type,teacher_modality,student_modality,train_mode,tz_lora_rank,tz_modality_specific_layer_augmenter,learning_rate,trainable_params,epoch,temperature,alpha,distillation_mode,kl_type,metric_name,teacher_test_metric,test_metric,best_test_metric(oracle),best_epoch,best_val_agreement,ensemble_metric_logits,ensemble_metric_softmax,teacher_classifier_acc,supervised_classifier_acc,supervised_classifier_best_acc,saved_checkpoint,global_rep,teacher_checkpoint
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,1.0,1.0,regular,kd,mIoU,44.15,45.94,48.63,5,,44.43,44.37,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,0.5,1.0,regular,kd,mIoU,44.15,45.80,47.13,13,,44.18,44.05,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,0.5,1.0,regular,ttm,mIoU,44.15,46.10,46.88,5,,43.14,43.09,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,2.0,1.0,regular,ttm,mIoU,44.15,46.95,48.12,9,,42.92,42.64,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,1.0,1.0,regular,ttm,mIoU,44.15,45.55,48.01,4,,42.83,42.60,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,0.5,1.0,regular,ttm,mIoU,44.15,42.34,45.97,12,,42.69,42.38,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,0.5,1.0,regular,kd,mIoU,44.15,45.09,45.30,15,,42.68,43.59,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,1.0,1.0,regular,kd,mIoU,44.15,45.44,48.90,7,,41.70,41.54,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.0003,109308680,16,2.0,1.0,regular,kd,mIoU,44.15,45.35,47.54,11,,40.60,40.76,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,1.0,1.0,regular,ttm,mIoU,44.15,43.64,46.99,8,,39.76,38.50,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,2.0,1.0,regular,ttm,mIoU,44.15,47.91,48.57,8,,39.59,39.06,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
evan_base,s1,s1+s2,fft,0,fft,0.001,109308680,16,2.0,1.0,regular,kd,mIoU,44.15,45.51,48.18,7,,36.98,37.54,,,,,clstoken,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt
